,FIA_latin,SPCD,QUEBEC_NAME,COMMON_NAME,GENUS,SPECIES,MERGED,SILVICS,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,FIA_genus,Species,Aggregate.species,Data.set.1,Data.set.2,Evergreen,Gymnosperm,Shade.tolerance,Drought.tolerance,Waterlogging.tolerance,Niinemets_genus,ContinuumRank
418,cupressus forbesii,53,,Tecate cypress,Cupressus,forbesii,0.5,NA,0.5,,,CUFO2,24,24,2,10,12,,,X,,,,S,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.41,26,0.42,26,70.5,26,74.29,26,0.44,26,14.31,26,0.12667,0.914,0.11975,cupressus,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,
419,arbutus arizonica,362,,Arizona madrone,Arbutus,arizonica,1,NA,1,,,ARAR2,43,47,4,37,221,,,X,X,X,,H,,,,X,,,W,,2,NA,NA,2/24/2005,333,NA,8/10/2009,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,25,0.6,25,60,25,66,25,0.65,25,15,25,0.12766,0.91979,0.12152,arbutus,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,
420,gymnocladus dioicus,571,,Kentucky coffeetree,Gymnocladus,dioicus,0,NA,0,,,GYDI,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.53,11,0.5,22,60.26,22,51.18868,22,0.6,11,15,21,0.12766,0.91979,0.12152,gymnocladus,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,7.5
421,halesia spp.,580,,silverbell spp.,Halesia,spp.,1,NA,1,,,HALES,43,43,3,37,221,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,11,0.5,22,89.1,22,67.88095,9,0.45,11,15,21,0.12766,0.91979,0.12152,halesia,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,
422,quercus buckleyi,8513,,Buckley oak,Quercus,buckleyi,0.5,NA,0.5,,,QUBU2,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,NA,NA,9/28/2009,10497,NA,,NA,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,
423,persea spp.,720,,bay spp.,Persea,spp.,1,NA,1,,,PERSE,43,47,3,33,221,,X,,,X,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,persea,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
424,halesia diptera,582,,two-wing silverbell,Halesia,diptera,1,NA,1,,,HADI3,41,47,3,37,221,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,24,0.5,24,89,24,68,24,0.45,24,15,24,0.12766,0.91979,0.12152,halesia,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,
425,eucalyptus camaldulensis,512,,river redgum,Eucalyptus,camaldulensis,0,NA,0,,,EUCA2,43,47,4,26,148,,,X,,,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,eucalyptus,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,
426,halesia parviflora,583,,little silverbell,Halesia,parviflora,1,NA,1,,,HAPA2,41,47,3,37,221,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,24,0.5,24,89,24,68,24,0.45,24,15,24,0.12766,0.91979,0.12152,halesia,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,
427,platanus racemosa,730,,California sycamore,Platanus,racemosa,0,NA,0,,,PLRA,47,47,3,36,221,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.46,25,0.6,25,84,25,81,25,0.49,25,8,25,0.12766,0.91979,0.12152,platanus,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
428,betula uber,377,,Virginia roundleaf birch,Betula,uber,0,NA,0,,,BEUB,41,47,3,27,221,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.51,24,0.58,24,54.8,24,73.8,24,0.58,24,10.98,24,0.11585,0.94181,0.1074,betula,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,
429,carya alba,409,,mockernut hickory,Carya,alba,0.25,0.25,0,,,CAAL27,29,29,4,29,92,X,X,,,X,,H,X,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.64,1,0.6,8,60.25,22,62.76563,1,0.72,1,16,21,0.12798,0.92267,0.12506,carya,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
430,cupressus bakeri,52,,Baker or Modoc cypress,Cupressus,bakeri,0.5,NA,0.5,,,CUBA,24,24,2,10,12,,,X,,,,S,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.41,26,0.42,26,70.5,26,74.29,26,0.44,26,14.31,26,0.12667,0.914,0.11975,cupressus,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,
431,crataegus calpodendron,504,,pear hawthorn,Crataegus,calpodendron,1,NA,1,,,CRCA,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,
432,cupressus macrocarpa,54,,Monterey cypress,Cupressus,macrocarpa,0.5,NA,0.5,,,CUMA2,24,24,2,10,12,,,X,,,,S,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.41,26,0.42,26,70.5,26,74.29,26,0.44,26,14.31,26,0.12667,0.914,0.11975,cupressus,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,
433,carya spp.,400,,hickory spp.,Carya,spp.,0,NA,0,,,CARYA,29,29,4,29,221,X,X,,,X,,H,X,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,23,0.62,23,56.74,13,68.88,23,0.68,23,16,35,0.12798,0.92267,0.12506,carya,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,
434,cupressus macnabiana,56,,MacNab's cypress,Cupressus,macnabiana,0.5,NA,0.5,,,CUMA,9,24,2,10,12,,,X,,,,S,,,,,,,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.41,26,0.42,26,70.5,26,74.29,26,0.44,26,14.31,26,0.12667,0.914,0.11975,cupressus,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,
435,juniperus spp.,57,JUN,redcedar/juniper spp.,Juniperus,spp.,0,NA,0,,,JUNIP,9,23,2,20,220,X,X,,,X,,S,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.45,23,0.4,23,60,23,36.25,23,0.47,23,12,21,0.12667,0.914,0.11975,juniperus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
436,malus coronaria,663,,sweet crab apple,Malus,coronaria,0.5,NA,0.5,,,MACO5,43,47,4,29,221,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,24,0.5,24,70,24,78,24,0.67,24,15,24,0.12766,0.91979,0.12152,malus,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,
437,magnolia spp.,650,,magnolia spp.,Magnolia,spp.,0.5,NA,0.5,,,MAGNO,41,41,3,33,151,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.43,23,0.44,23,92.75,23,91.75,23,0.47,23,15,21,0.12766,0.91979,0.12152,magnolia,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
438,malus ioensis,664,,prairie crab apple,Malus,ioensis,0.5,NA,0.5,,,MAIO,43,47,4,29,221,X,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,24,0.5,24,70,24,78,24,0.67,24,15,24,0.12766,0.91979,0.12152,malus,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,
439,crataegus brainerdii,503,,Brainerd's hawthorn,Crataegus,brainerdii,1,NA,1,,,CRBR3,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,
440,pinus contorta,108,,lodgepole pine,Pinus,contorta,0,0,0,,,PICO,21,21,1,5,23,X,,X,X,,X,S,,,X,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.88314,0.38,1,0.38,4,64.47368,12,64.47368,4,0.41,1,8.9,27,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,
441,juglans spp.,600,,walnut spp.,Juglans,spp.,0,NA,0,,,JUGLA,41,47,4,30,221,X,X,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/20/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.44,23,0.37,23,88.5,23,92,23,0.47,23,15,32,0.12766,0.91979,0.12152,juglans,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,
442,morus nigra,684,,black mulberry,Morus,nigra,1,NA,1,,,MONI,43,47,4,25,101,,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,morus,NA,NA,NA,NA,NA,NA,NA,2.88,NA,NA,
443,arbutus xalapensis,363,,Texas madrone,Arbutus,xalapensis,1,NA,1,,,ARXA80,48,48,4,29,160,,,,,X,,H,,,,,,E,W,X,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,25,0.6,25,60,25,66,25,0.65,25,15,25,0.12798,0.92267,0.12506,arbutus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
444,larix spp.,70,,larch spp.,Larix,spp.,0,NA,0,,,LARIX,9,9,2,1,73,X,X,,,,X,S,,X,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.49,23,0.32,23,81.5,23,57,23,0.53,23,14,21,0.12667,0.914,0.11975,larix,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,
445,carya floridana,411,,scrub hickory,Carya,floridana,0,NA,0,,,CAFL6,29,47,4,29,92,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,carya,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
446,cupressus sargentii,55,,Sargent's cypress,Cupressus,sargentii,0.5,NA,0.5,,,CUSA3,24,24,2,10,12,,,X,,,,S,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.41,26,0.42,26,70.5,26,74.29,26,0.44,26,14.31,26,0.12667,0.914,0.11975,cupressus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
447,carya illinoinensis,404,,pecan,Carya,illinoinensis,0.25,0.25,0,,,CAIL2,29,47,4,29,91,X,X,,X,X,,H,X,,,X,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.6,1,0.6,6,60.25,22,65.6,1,0.66,1,16,21,0.12798,0.92267,0.12506,carya,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
448,crataegus flabellata,507,,fanleaf hawthorn,Crataegus,flabellata,1,NA,1,,,CRFL,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,
449,betula spp.,370,,birch spp.,Betula,spp.,0.5,NA,0.5,,,BETUL,41,41,4,37,221,X,X,,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.51,23,0.58,23,54.8,23,73.8,23,0.58,23,10.98,21,0.11585,0.94181,0.1074,betula,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,
450,juniperus coahuilensis,59,,redberry juniper,Juniperus,coahuilensis,0,NA,0,,,JUCO11,23,23,2,38,161,,,,X,X,,S,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.35166,0.45,24,0.4,24,60,24,36.25,24,0.47,24,12,24,0.12798,0.92267,0.12506,juniperus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
451,platanus spp.,729,,sycamore spp.,Platanus,spp.,0,NA,0,,,PLATA,41,47,3,36,221,X,X,X,,X,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,8/10/2009,440,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.46,25,0.6,25,84,25,81,25,0.49,25,8,25,0.12766,0.91979,0.12152,platanus,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,
452,alnus spp.,350,AUR,alder spp.,Alnus,spp.,0,NA,0,,,ALNUS,41,47,3,37,221,X,,X,,X,,H,,,,,,,W,,2,NA,NA,2/24/2005,333,NA,8/10/2009,440,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.37,23,0.56,23,75,23,99,23,0.41,23,11.49,21,0.09658,0.91882,0.08593,alnus,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
453,castanea spp.,420,,chestnut spp.,Castanea,spp.,0.5,NA,0.5,,,CASTA,43,47,3,37,221,X,X,,,X,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,25,0.5,25,89,25,120,25,0.43,25,15,25,0.12766,0.91979,0.12152,castanea,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
454,platanus wrightii,732,,Arizona sycamore,Platanus,wrightii,0,NA,0,,,PLWR2,41,47,3,36,221,,,X,X,X,,H,,,,X,,,W,,2,NA,NA,2/24/2005,333,NA,8/10/2009,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.46,25,0.6,25,84,25,81,25,0.49,25,8,25,0.12766,0.91979,0.12152,platanus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
455,carya ovalis,412,,red hickory,Carya,ovalis,0,NA,0,,,CAOV3,29,47,4,29,92,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,carya,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
456,magnolia pyramidata,657,,pyramid magnolia,Magnolia,pyramidata,0.5,NA,0.5,,,MAPY,41,47,3,33,151,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.43,24,0.44,24,92.75,24,91.75,24,0.47,24,15,24,0.12766,0.91979,0.12152,magnolia,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
457,pinus elliottii,111,,slash pine,Pinus,elliottii,0.5,NA,0.5,,,PIEL,1,1,1,7,46,,,,,X,X,S,,,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.92212,0.54,1,0.35,4,87.74286,12,72.12963,4,0.59,1,18,33,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,
458,taxodium ascendens,222,,pondcypress,Taxodium,ascendens,0.5,0.5,0.5,,,TAAS,8,8,2,31,229,,X,,,X,,S,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.95175,0.42,24,0.5,24,99,24,95,24,0.46,24,20,24,0.12667,0.914,0.11975,taxodium,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
459,cornus spp.,490,,dogwood spp.,Cornus,spp.,1,NA,1,,,CORNU,43,47,4,37,221,X,X,X,,,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,25,0.58,25,91,25,39.5,25,0.68,25,15,25,0.12766,0.91979,0.12152,cornus,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,
460,malus fusca,661,,Oregon crab apple,Malus,fusca,0.5,NA,0.5,,,MAFU,47,47,4,29,221,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.61,24,0.5,24,70,24,78,24,0.67,24,15,24,0.12766,0.91979,0.12152,malus,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,
461,tree evergreen,299,,Unknown dead conifer,Tree,evergreen,0.5,NA,0.5,,,2TE,9,24,2,20,220,X,X,X,,X,,S,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.41,26,0.42,26,70.5,26,74.29,26,0.44,26,14.31,26,0.08091,0.90698,0.08469,tree,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
462,crataegus dilatata,506,,broadleaf hawthorn,Crataegus,dilatata,1,NA,1,,,CRDI,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,
463,malus spp.,660,MAS,apple spp.,Malus,spp.,0.5,NA,0.5,,,MALUS,43,47,4,37,221,X,X,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/20/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,9,0.5,22,69.88,22,78,1,0.67,9,15,21,0.12766,0.91979,0.12152,malus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
464,carya carolinae-septentrionalis,413,,southern shagbark hickory,Carya,carolinae-septentrionalis,0,NA,0,,,CACA38,29,47,4,29,92,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,carya,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,
465,fraxinus spp.,540,,ash spp.,Fraxinus,spp.,0.5,NA,0.5,,,FRAXI,36,47,3,33,221,X,X,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,9/24/2009,10497,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.51,23,0.46,23,86,23,61,23,0.55,23,16,35,0.12766,0.91979,0.12152,fraxinus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
