"CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","COND_STATUS_CD","COND_NONSAMPLE_REASN_CD","RESERVCD","OWNCD","OWNGRPCD","FORINDCD","ADFORCD","FORTYPCD","FLDTYPCD","MAPDEN","STDAGE","STDSZCD","FLDSZCD","SITECLCD","SICOND","SIBASE","SISP","STDORGCD","STDORGSP","PROP_BASIS","CONDPROP_UNADJ","MICRPROP_UNADJ","SUBPPROP_UNADJ","MACRPROP_UNADJ","SLOPE","ASPECT","PHYSCLCD","GSSTKCD","ALSTKCD","DSTRBCD1","DSTRBYR1","DSTRBCD2","DSTRBYR2","DSTRBCD3","DSTRBYR3","TRTCD1","TRTYR1","TRTCD2","TRTYR2","TRTCD3","TRTYR3","PRESNFCD","BALIVE","FLDAGE","ALSTK","GSSTK","FORTYPCDCALC","HABTYPCD1","HABTYPCD1_PUB_CD","HABTYPCD1_DESCR_PUB_CD","HABTYPCD2","HABTYPCD2_PUB_CD","HABTYPCD2_DESCR_PUB_CD","MIXEDCONFCD","VOL_LOC_GRP","SITECLCDEST","SITETREE_TREE","SITECL_METHOD","CARBON_DOWN_DEAD","CARBON_LITTER","CARBON_SOIL_ORG","CARBON_STANDING_DEAD","CARBON_UNDERSTORY_AG","CARBON_UNDERSTORY_BG","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","SOIL_ROOTING_DEPTH_PNW","GROUND_LAND_CLASS_PNW","PLANT_STOCKABILITY_FACTOR_PNW","STND_COND_CD_PNWRS","STND_STRUC_CD_PNWRS","STUMP_CD_PNWRS","FIRE_SRS","GRAZING_SRS","HARVEST_TYPE1_SRS","HARVEST_TYPE2_SRS","HARVEST_TYPE3_SRS","LAND_USE_SRS","OPERABILITY_SRS","STAND_STRUCTURE_SRS","NF_COND_STATUS_CD","NF_COND_NONSAMPLE_REASN_CD","CANOPY_CVR_SAMPLE_METHOD_CD","LIVE_CANOPY_CVR_PCT","LIVE_MISSING_CANOPY_CVR_PCT","NBR_LIVE_STEMS","OWNSUBCD","INDUSTRIALCD_FIADB","RESERVCD_5","ADMIN_WITHDRAWN_CD","CHAINING_CD","LAND_COVER_CLASS_CD","AFFORESTATION_CD","PREV_AFFORESTATION_CD","DWM_FUELBED_TYPCD"
"9574454010661","9574453010661",1985,25,1,1,52,1,2,,,,,,,,,,,,,,,,,,,"",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,,,,,,,,,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574456010661","9574455010661",1985,25,1,1,53,1,1,,1,25,20,,,167,,,0,,,7,,,,0,,"",1,1,1,,0,0,,5,5,,,,,,,,,,,,,,0,,,,,"","","","","","","","",,,,.268066,6.155982,34.561515,0,1.682536,.186948,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574458010661","9574457010661",1985,25,1,1,54,1,2,,,,,,,,,,,,,,,,,,,"",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,,,,,,,,,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574460010661","9574459010661",1985,25,1,1,55,1,2,,,,,,,,,,,,,,,,,,,"",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,,,,,,,,,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574462010661","9574461010661",1985,25,1,1,56,1,1,,1,46,40,,,167,,,45,1,,6,,,,0,,"",1,1,1,,0,0,29,2,1,,,,,,,,,,,,,,126.1333,,,,,"","","","","","","","",,,,2.673009,5.459767,34.561515,.977541,1.07076,.118973,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574509010661","9574508010661",1985,25,1,1,57,1,1,,0,46,40,,,402,,,-999,2,,4,,50,,0,,"",1,1,1,,35,2,29,4,3,,,,,,,,,,,,,,50.4629,,,,,"","","","","","","","",,,,1.224781,13.248744,29.840258,1.02391,1.237992,.137555,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574533010661","9574532010661",1985,25,1,1,58,1,2,,,,,,,,,,,,,,,,,,,"",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,,,,,,,,,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574535010661","9574534010661",1985,25,1,1,59,1,1,,0,46,40,,,167,,,65,2,,6,,50,,0,,"",1,1,1,,0,0,19,4,3,,,,,,,,,,,,,,83.3253,,,,,"","","","","","","","",,,,1.532422,6.115436,34.561515,.746541,1.216648,.135183,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574572010661","9574571010661",1985,25,1,1,897,1,1,,1,25,20,,,167,,,0,,,6,,,,0,,"",1,1,1,,0,0,,5,5,,,,,,,,,,,,,,0,,,,,"","","","","","","","",,,,.268066,6.155982,34.561515,0,1.682536,.186948,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574574010661","9574573010661",1985,25,1,1,898,1,1,,1,32,30,,,999,,,0,,,7,,,,0,,"",1,1,1,,0,0,,5,5,,,,,,,,,,,,,,0,,,,,"","","","","","","","",,,,.308931,2.141211,44.190456,1.282942,.810948,.090105,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
