"CN","PLT_CN","PREV_TRE_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","DAMLOC1","DAMTYP1","DAMSEV1","DAMLOC2","DAMTYP2","DAMSEV2","DECAYCD","STOCKING","WDLDSTEM","VOLCFNET","VOLCFGRS","VOLCSNET","VOLCSGRS","VOLBFNET","VOLBFGRS","VOLCFSND","GROWCFGS","GROWBFSL","GROWCFAL","MORTCFGS","MORTBFSL","MORTCFAL","REMVCFGS","REMVBFSL","REMVCFAL","DIACHECK","MORTYR","SALVCD","UNCRCD","CPOSCD","CLIGHTCD","CVIGORCD","CDENCD","CDIEBKCD","TRANSCD","TREEHISTCD","DIACALC","BHAGE","TOTAGE","CULLDEAD","CULLFORM","CULLMSTOP","CULLBF","CULLCF","BFSND","CFSND","SAWHT","BOLEHT","FORMCL","HTCALC","HRDWD_CLUMP_CD","SITREE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","MORTCD","HTDMP","ROUGHCULL","MIST_CL_CD","CULL_FLD","RECONCILECD","PREVDIA","FGROWCFGS","FGROWBFSL","FGROWCFAL","FMORTCFGS","FMORTBFSL","FMORTCFAL","FREMVCFGS","FREMVBFSL","FREMVCFAL","P2A_GRM_FLG","TREECLCD_NERS","TREECLCD_SRS","TREECLCD_NCRS","TREECLCD_RMRS","STANDING_DEAD_CD","PREV_STATUS_CD","PREV_WDLDSTEM","TPA_UNADJ","TPAMORT_UNADJ","TPAREMV_UNADJ","TPAGROW_UNADJ","DRYBIO_BOLE","DRYBIO_TOP","DRYBIO_STUMP","DRYBIO_SAPLING","DRYBIO_WDLD_SPP","DRYBIO_BG","CARBON_AG","CARBON_BG","CYCLE","SUBCYCLE","BORED_CD_PNWRS","DAMLOC1_PNWRS","DAMLOC2_PNWRS","DIACHECK_PNWRS","DMG_AGENT1_CD_PNWRS","DMG_AGENT2_CD_PNWRS","DMG_AGENT3_CD_PNWRS","MIST_CL_CD_PNWRS","SEVERITY1_CD_PNWRS","SEVERITY1A_CD_PNWRS","SEVERITY1B_CD_PNWRS","SEVERITY2_CD_PNWRS","SEVERITY2A_CD_PNWRS","SEVERITY2B_CD_PNWRS","SEVERITY3_CD_PNWRS","UNKNOWN_DAMTYP1_PNWRS","UNKNOWN_DAMTYP2_PNWRS","PREV_PNTN_SRS","DISEASE_SRS","DIEBACK_SEVERITY_SRS","DAMAGE_AGENT_CD1","DAMAGE_AGENT_CD2","DAMAGE_AGENT_CD3","CENTROID_DIA","CENTROID_DIA_HT","CENTROID_DIA_HT_ACTUAL","UPPER_DIA","UPPER_DIA_HT","VOLCSSND","DRYBIO_SAWLOG"
"246010917489998","196516515020004","214682557020004",2013,66,1,10,66084,2,223,1,12,22.6,1,1,7377,53,5.4,1,35,3,35,2,25,3,,,0,0,,,,,,,.8778,,1.676714,1.676714,,,,,1.676714,,,,,,,,,,0,,,25,,,,,,,,5.4,,,,,,,,,,,,,35,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5.4,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,4.4,11,11,4,,,
"246010922489998","196516515020004","214682520020004",2013,66,1,10,66084,2,229,1,158,6.9,1,1,7377,53,5.5,1,43,1,43,2,20,3,,,0,0,,,,,,,.9028,,5.188269,5.188269,,,,,5.188269,,,,,,,,,,0,,,20,,,,,,,,5.55,,,,,,,,,,,,,40,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5.6,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,6,13,13,5,,,
"246010924489998","196516515020004","214682526020004",2013,66,1,10,66084,2,247,1,190,15.4,1,1,7377,53,5.4,1,28,1,28,2,20,3,,,0,0,,,,,,,.8778,,1.322706,1.322706,,,,,1.322706,,,,,,,,,,0,,,20,,,,,,,,5.25,,,,,,,,,,,,,27,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5.1,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,4.5,8,8,5,,,
"246010926489998","196516515020004","214682534020004",2013,66,1,10,66084,2,261,1,274,9.7,1,1,7377,53,5.1,1,43,1,43,2,30,3,,,0,0,,,,,,,.8043,,3.363826,3.363826,,,,,3.363826,,,,,,,,,,0,,,30,,,,,,,,5.15,,,,,,,,,,,,,41,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5.2,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,5.1,13,13,5,,,
"246010927489998","196516515020004","214682578020004",2013,66,1,10,66084,2,262,1,282,6.1,1,1,7377,53,5.1,1,46,1,46,2,20,3,,,0,0,,,,,,,.8043,,3.627871,3.627871,,,,,3.627871,,,,,,,,,,0,,,20,,,,,,,,5.1,,,,,,,,,,,,,41,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5.1,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,5.1,14,14,5,,,
"246010931489998","196516515020004","214682590020004",2013,66,1,10,66084,2,270,1,298,22.5,1,1,7377,53,5.6,1,37,1,37,2,25,3,,,0,0,,,,,,,.928,,2.670946,2.670946,,,,,2.670946,,,,,,,,,,0,,,25,,,,,,,,5.55,,,,,,,,,,,,,28,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5.5,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,5,11,11,5,,,
"246010933489998","196516515020004","214682513020004",2013,66,1,10,66084,2,281,1,335,17.5,1,1,7377,53,6,1,37,3,37,2,25,3,,,0,0,,,,,,,1.0313,,2.17998,2.17998,,,,,2.17998,,,,,,,,,,0,,,25,,,,,,,,5.95,,,,,,,,,,,,,37,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5.9,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,4.7,11,11,4,,,
"246010934489998","196516515020004","214682546020004",2013,66,1,10,66084,2,282,1,7,16.8,1,1,7377,53,6.2,1,32,3,32,2,25,3,,,0,0,,,,,,,1.0844,,3.395879,3.395879,,,,,3.395879,,,,,,,,,,0,,,25,,,,,,,,5.9,,,,,,,,,,,,,28,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5.6,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,5.7,10,10,5,,,
"246010937489998","196516515020004","214682517020004",2013,66,1,10,66084,2,936,1,132,14.2,1,1,7377,53,5.1,1,27,1,27,2,25,3,,,0,0,,,,,,,.8043,,.1,.1,,,,,.1,,,,,,,,,,0,,,25,,,,,,,,5.05,,,,,,,,,,,,,27,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,,5,,,,,,,,,,"",,,,,,1,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,3.4,8,8,4,,,
"246010939489998","196516515020004","",2013,66,1,10,66084,2,947,1,13,23.2,1,1,7377,53,5,1,34,1,34,2,20,3,,,0,0,,,,,,,.7803,,1.082801,1.082801,,,,,1.082801,,,,,,,,,,0,,,20,,,,,,,,5,,,,,,,,,,,,,34,,,"",2014-09-26,"489998","",2015-01-13,"489998",,4.5,,,0,1,,,,,,,,,,,"",,,,,,,,6.018046,,,,,,,,,,,,3,1,,,,0,,,,,,,,,,,,,,,,,,,,4.1,10,10,,,,
