"CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","COND_STATUS_CD","COND_NONSAMPLE_REASN_CD","RESERVCD","OWNCD","OWNGRPCD","FORINDCD","ADFORCD","FORTYPCD","FLDTYPCD","MAPDEN","STDAGE","STDSZCD","FLDSZCD","SITECLCD","SICOND","SIBASE","SISP","STDORGCD","STDORGSP","PROP_BASIS","CONDPROP_UNADJ","MICRPROP_UNADJ","SUBPPROP_UNADJ","MACRPROP_UNADJ","SLOPE","ASPECT","PHYSCLCD","GSSTKCD","ALSTKCD","DSTRBCD1","DSTRBYR1","DSTRBCD2","DSTRBYR2","DSTRBCD3","DSTRBYR3","TRTCD1","TRTYR1","TRTCD2","TRTYR2","TRTCD3","TRTYR3","PRESNFCD","BALIVE","FLDAGE","ALSTK","GSSTK","FORTYPCDCALC","HABTYPCD1","HABTYPCD1_PUB_CD","HABTYPCD1_DESCR_PUB_CD","HABTYPCD2","HABTYPCD2_PUB_CD","HABTYPCD2_DESCR_PUB_CD","MIXEDCONFCD","VOL_LOC_GRP","SITECLCDEST","SITETREE_TREE","SITECL_METHOD","CARBON_DOWN_DEAD","CARBON_LITTER","CARBON_SOIL_ORG","CARBON_STANDING_DEAD","CARBON_UNDERSTORY_AG","CARBON_UNDERSTORY_BG","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","SOIL_ROOTING_DEPTH_PNW","GROUND_LAND_CLASS_PNW","PLANT_STOCKABILITY_FACTOR_PNW","STND_COND_CD_PNWRS","STND_STRUC_CD_PNWRS","STUMP_CD_PNWRS","FIRE_SRS","GRAZING_SRS","HARVEST_TYPE1_SRS","HARVEST_TYPE2_SRS","HARVEST_TYPE3_SRS","LAND_USE_SRS","OPERABILITY_SRS","STAND_STRUCTURE_SRS","NF_COND_STATUS_CD","NF_COND_NONSAMPLE_REASN_CD","CANOPY_CVR_SAMPLE_METHOD_CD","LIVE_CANOPY_CVR_PCT","LIVE_MISSING_CANOPY_CVR_PCT","NBR_LIVE_STEMS","OWNSUBCD","INDUSTRIALCD_FIADB","RESERVCD_5","ADMIN_WITHDRAWN_CD","CHAINING_CD","LAND_COVER_CLASS_CD","AFFORESTATION_CD","PREV_AFFORESTATION_CD","DWM_FUELBED_TYPCD"
"271924303489998","221535147020004",2014,70,1,218,70510,2,1,,0,31,30,,,987,987,1,40,2,2,6,,,,0,,"SUBP",.287159,.25,.287159,,35,240,23,3,3,0,,,,,,0,,,,,,,109.1233,40,49.4988,49.4988,987,"","","","","","","","S26LPI",6,,6,,,,,,,"",2014-09-26,"489998","",2015-01-12,"489998",3,1,"","",,,,"",,,,,,,,,,,1,90,90,,,,0,,,,,,""
"271930144489998","221535033020004",2014,70,1,218,70519,1,4,,0,31,30,,,,,,,,,,,,,,,"SUBP",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","S26LPI",,,,,,,,,,"",2014-09-26,"489998","",2015-01-09,"489998",3,1,"","",,,,"",,,,,,,,,,,12,0,0,,,,0,,,10,,,""
"271930939489998","221535236020004",2014,70,1,218,71514,1,4,,0,31,30,,,,,,,,,,,,,,,"SUBP",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","S26LPI",,,,,,,,,,"",2014-09-26,"489998","",2015-01-09,"489998",3,1,"","",,,,"",,,,,,,,,,,12,0,0,,,,0,,,10,,,""
"271930174489998","221535040020004",2014,70,1,218,71829,1,4,,0,31,30,,,,,,,,,,,,,,,"SUBP",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","S26LPI",,,,,,,,,,"",2014-09-26,"489998","",2015-01-09,"489998",3,1,"","",,,,"",,,,,,,,,,,12,0,0,,,,0,,,10,,,""
"271930159489998","221535037020004",2014,70,1,218,72010,1,4,,0,31,30,,,,,,,,,,,,,,,"SUBP",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","S26LPI",,,,,,,,,,"",2014-09-26,"489998","",2015-01-09,"489998",3,1,"","",,,,"",,,,,,,,,,,12,0,0,,,,0,,,10,,,""
"271930614489998","221535150020004",2014,70,1,218,72344,1,4,,0,31,30,,,,,,,,,,,,,,,"SUBP",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","S26LPI",,,,,,,,,,"",2014-09-26,"489998","",2015-01-09,"489998",3,1,"","",,,,"",,,,,,,,,,,12,0,0,,,,0,,,10,,,""
"271930234489998","221535058020004",2014,70,1,222,70091,1,4,,0,31,30,,,,,,,,,,,,,,,"SUBP",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","S26LPI",,,,,,,,,,"",2014-09-26,"489998","",2015-01-09,"489998",3,1,"","",,,,"",,,,,,,,,,,12,0,0,,,,0,,,10,,,""
"271929113489998","221535251020004",2014,70,1,222,70094,1,1,,0,31,30,,,987,987,1,996,1,2,6,,,,0,,"SUBP",1,1,1,,20,336,22,4,4,0,,,,,,0,,,,,,,90.56,996,34.066,34.066,987,"","","","","","","","S26LPI",6,,6,,,,,,,"",2014-09-26,"489998","",2015-01-12,"489998",3,1,"","",,,,"",,,,,,,,,,,1,90,90,,,,0,,,,,,""
"271925455489998","221535165020004",2014,70,1,222,70096,1,2,,0,31,30,,,,,,,,,,,,,,,"SUBP",.75,.75,.75,,,,,,,,,,,,,,,,,,,20,,,,,,"","","","","","","","S26LPI",,,,,,,,,,"",2014-09-26,"489998","",2015-01-13,"489998",3,1,"","",,,,"",,,,,,,,,2,,1,3,3,,,,0,,,,,,""
"271925456489998","221535165020004",2014,70,1,222,70096,2,1,,0,31,30,,,987,987,1,996,2,2,6,,,,0,,"SUBP",.25,.25,.25,,78,82,23,2,2,0,,,,,,0,,,,,,,133.8878,996,63.2,63.2,987,"","","","","","","","S26LPI",6,,6,,,,,,,"",2014-09-26,"489998","",2015-01-12,"489998",3,1,"","",,,,"",,,,,,,,,,,1,90,90,,,,0,,,,,,""
